,stature,weightkg,chestcircumference,waistcircumference,size,color
1325,1686,564,828,746,medium,lightsteelblue
1326,1645,721,1009,878,xl,royalblue
1327,1565,646,925,835,large,cornflowerblue
1328,1537,444,805,690,medium,lightsteelblue
1329,1511,591,918,800,large,cornflowerblue
1330,1649,696,941,848,large,cornflowerblue
1331,1458,445,808,694,medium,lightsteelblue
1332,1759,726,893,765,large,cornflowerblue
1333,1558,707,904,885,large,cornflowerblue
1334,1688,643,937,797,large,cornflowerblue
1335,1581,654,869,831,large,cornflowerblue
1336,1583,626,902,840,large,cornflowerblue
1337,1643,736,926,871,large,cornflowerblue
1338,1752,853,1031,955,xl,royalblue
1339,1600,750,948,936,large,cornflowerblue
1340,1618,797,1086,905,xxl,blue
1341,1710,837,1053,1005,xl,royalblue
1342,1585,590,838,756,medium,lightsteelblue
1343,1595,512,840,719,medium,lightsteelblue
1344,1614,621,945,794,large,cornflowerblue
1345,1663,810,1058,967,xl,royalblue
1346,1617,614,915,846,large,cornflowerblue
1347,1596,544,853,738,medium,lightsteelblue
1348,1602,603,875,790,large,cornflowerblue
1349,1694,792,1021,926,xl,royalblue
1350,1510,618,1015,853,xl,royalblue
1351,1534,603,995,886,xl,royalblue
1352,1634,885,1127,970,xxl,blue
1353,1679,842,1038,1000,xl,royalblue
1354,1618,798,1011,956,xl,royalblue
1355,1658,634,908,840,large,cornflowerblue
1356,1643,561,870,749,large,cornflowerblue
1357,1652,774,992,905,xl,royalblue
1358,1615,730,988,847,xl,royalblue
1359,1674,850,1022,933,xl,royalblue
1360,1527,643,995,883,xl,royalblue
1361,1518,505,877,710,medium,lightsteelblue
1362,1653,729,840,825,medium,lightsteelblue
1363,1659,835,1035,866,xl,royalblue
1364,1570,463,807,668,medium,lightsteelblue
1365,1570,802,1063,1121,xl,royalblue
1366,1653,951,1153,1121,xxl,blue
1367,1712,582,815,680,medium,lightsteelblue
1368,1519,703,999,863,xl,royalblue
1369,1702,1019,1145,1127,xxl,blue
1370,1627,645,915,801,large,cornflowerblue
1371,1516,721,1065,942,xl,royalblue
1372,1583,661,1032,900,xl,royalblue
1373,1647,589,896,775,large,cornflowerblue
1374,1594,528,837,702,medium,lightsteelblue
1375,1617,623,913,783,large,cornflowerblue
1376,1674,896,1188,1032,xxxl,midnightblue
1377,1605,833,1030,981,xl,royalblue
1378,1649,916,1139,1090,xxl,blue
1379,1603,677,869,780,large,cornflowerblue
1380,1620,535,773,726,medium,lightsteelblue
1381,1584,712,1052,908,xl,royalblue
1382,1579,527,860,725,medium,lightsteelblue
1383,1608,721,1045,933,xl,royalblue
1384,1656,589,932,781,large,cornflowerblue
1385,1639,731,953,867,large,cornflowerblue
1386,1630,620,854,771,medium,lightsteelblue
1387,1615,695,1033,991,xl,royalblue
1388,1584,620,939,850,large,cornflowerblue
1389,1664,669,954,814,large,cornflowerblue
1390,1545,543,893,830,large,cornflowerblue
1391,1688,648,867,862,large,cornflowerblue
1392,1673,625,842,701,medium,lightsteelblue
1393,1647,643,866,807,large,cornflowerblue
1394,1637,736,957,957,large,cornflowerblue
1395,1787,824,1036,922,xl,royalblue
1396,1503,701,992,895,xl,royalblue
1397,1562,699,1040,940,xl,royalblue
1398,1558,754,1021,912,xl,royalblue
1399,1576,647,946,818,large,cornflowerblue
1400,1628,666,961,830,large,cornflowerblue
1401,1748,831,1100,944,xxl,blue
1402,1572,632,994,840,xl,royalblue
1403,1743,746,937,824,large,cornflowerblue
1404,1561,589,920,904,large,cornflowerblue
1405,1623,643,925,825,large,cornflowerblue
1406,1649,705,965,908,large,cornflowerblue
1407,1661,760,1074,901,xxl,blue
1408,1668,680,976,847,xl,royalblue
1409,1722,695,941,842,large,cornflowerblue
1410,1674,868,1045,1077,xl,royalblue
1411,1663,653,902,770,large,cornflowerblue
1412,1543,804,1001,856,xl,royalblue
1413,1561,673,935,763,large,cornflowerblue
1414,1587,516,802,682,medium,lightsteelblue
1415,1495,526,928,841,large,cornflowerblue
1416,1645,914,1129,1106,xxl,blue
1417,1653,919,1061,1045,xl,royalblue
1418,1685,757,1005,993,xl,royalblue
1419,1569,717,1048,1017,xl,royalblue
1420,1656,738,915,851,large,cornflowerblue
1421,1672,769,920,860,large,cornflowerblue
1422,1622,692,932,785,large,cornflowerblue
1423,1664,609,894,765,large,cornflowerblue
1424,1636,596,854,737,medium,lightsteelblue
1425,1666,740,1045,953,xl,royalblue
1426,1558,804,1056,973,xl,royalblue
1427,1674,934,1093,958,xxl,blue
1428,1534,568,952,812,large,cornflowerblue
1429,1630,626,847,923,medium,lightsteelblue
1430,1671,738,1005,878,xl,royalblue
1431,1789,808,968,816,large,cornflowerblue
1432,1553,624,852,831,medium,lightsteelblue
1433,1673,775,1010,903,xl,royalblue
1434,1598,631,902,824,large,cornflowerblue
1435,1798,875,990,972,xl,royalblue
1436,1641,650,888,800,large,cornflowerblue
1437,1718,650,848,772,medium,lightsteelblue
1438,1568,638,1001,925,xl,royalblue
1439,1652,642,923,840,large,cornflowerblue
1440,1676,698,954,829,large,cornflowerblue
1441,1595,831,1083,968,xxl,blue
1442,1697,962,1053,1095,xl,royalblue
1443,1703,930,1167,1050,xxl,blue
1444,1567,489,826,696,medium,lightsteelblue
1445,1554,536,818,760,medium,lightsteelblue
1446,1645,629,930,736,large,cornflowerblue
1447,1625,510,818,651,small,slategrey
1448,1560,654,966,837,large,cornflowerblue
1449,1501,588,946,798,large,cornflowerblue
1450,1617,650,931,880,large,cornflowerblue
1451,1660,679,913,790,large,cornflowerblue
1452,1635,719,1053,1045,xl,royalblue
1453,1621,920,984,1033,xl,royalblue
1454,1596,618,920,757,large,cornflowerblue
1455,1649,712,951,885,large,cornflowerblue
1456,1590,643,921,893,large,cornflowerblue
1457,1630,793,935,968,large,cornflowerblue
1458,1505,575,903,930,large,cornflowerblue
1459,1590,686,979,837,xl,royalblue
1460,1613,688,882,840,large,cornflowerblue
1461,1620,778,981,900,xl,royalblue
1462,1687,765,1053,955,xl,royalblue
1463,1613,590,887,796,large,cornflowerblue
1464,1648,626,964,833,large,cornflowerblue
1465,1820,908,1016,891,xl,royalblue
1466,1613,500,863,656,medium,lightsteelblue
1467,1719,688,978,808,large,cornflowerblue
1468,1543,567,926,803,large,cornflowerblue
1469,1674,622,913,807,large,cornflowerblue
1470,1662,707,981,865,xl,royalblue
1471,1612,685,945,876,large,cornflowerblue
1472,1605,571,836,723,medium,lightsteelblue
1473,1560,846,1112,1056,xxl,blue
1474,1664,618,814,711,medium,lightsteelblue
1475,1662,672,943,780,large,cornflowerblue
1476,1620,692,924,778,large,cornflowerblue
1477,1567,469,764,637,small,slategrey
1478,1689,674,873,790,large,cornflowerblue
1479,1576,529,845,718,medium,lightsteelblue
1480,1596,644,861,840,large,cornflowerblue
1481,1684,819,1023,1026,xl,royalblue
1482,1702,683,908,817,large,cornflowerblue
1483,1745,582,852,689,medium,lightsteelblue
1484,1599,532,861,764,large,cornflowerblue
1485,1628,703,985,858,xl,royalblue
1486,1651,807,1037,855,xl,royalblue
1487,1592,569,886,825,large,cornflowerblue
1488,1587,504,897,787,large,cornflowerblue
1489,1628,743,955,941,large,cornflowerblue
1490,1627,648,918,840,large,cornflowerblue
1491,1617,652,949,846,large,cornflowerblue
1492,1582,548,830,790,medium,lightsteelblue
1493,1537,561,897,776,large,cornflowerblue
1494,1629,663,916,823,large,cornflowerblue
1495,1640,577,900,725,large,cornflowerblue
1496,1675,790,934,908,large,cornflowerblue
1497,1592,671,996,908,xl,royalblue
1498,1633,691,1020,942,xl,royalblue
1499,1733,773,919,863,large,cornflowerblue
1500,1610,622,893,733,large,cornflowerblue
1501,1566,620,943,852,large,cornflowerblue
1502,1639,691,990,898,xl,royalblue
1503,1580,626,885,879,large,cornflowerblue
1504,1557,587,873,751,large,cornflowerblue
1505,1683,694,913,864,large,cornflowerblue
1506,1597,647,930,779,large,cornflowerblue
1507,1598,621,883,884,large,cornflowerblue
1508,1613,698,956,940,large,cornflowerblue
1509,1649,656,835,769,medium,lightsteelblue
1510,1672,602,847,757,medium,lightsteelblue
1511,1713,743,891,784,large,cornflowerblue
1512,1641,744,1032,991,xl,royalblue
1513,1612,633,928,788,large,cornflowerblue
1514,1596,621,892,807,large,cornflowerblue
1515,1442,467,821,720,medium,lightsteelblue
1516,1555,639,978,849,xl,royalblue
1517,1497,579,915,858,large,cornflowerblue
1518,1612,708,973,889,xl,royalblue
1519,1690,698,911,757,large,cornflowerblue
1520,1634,654,981,828,xl,royalblue
1521,1509,542,900,820,large,cornflowerblue
1522,1582,593,862,739,large,cornflowerblue
1523,1465,497,909,789,large,cornflowerblue
1524,1545,526,913,733,large,cornflowerblue
1525,1475,480,825,740,medium,lightsteelblue
1526,1633,557,951,808,large,cornflowerblue
1527,1631,724,976,967,xl,royalblue
1528,1626,661,945,909,large,cornflowerblue
1529,1533,794,1057,962,xl,royalblue
1530,1553,572,904,834,large,cornflowerblue
1531,1752,785,946,948,large,cornflowerblue
1532,1618,676,976,848,xl,royalblue
1533,1634,530,887,721,large,cornflowerblue
1534,1689,777,991,865,xl,royalblue
1535,1534,524,877,793,large,cornflowerblue
1536,1629,601,900,731,large,cornflowerblue
1537,1628,559,893,750,large,cornflowerblue
1538,1603,530,845,744,medium,lightsteelblue
1539,1547,578,880,780,large,cornflowerblue
1540,1585,644,1010,860,xl,royalblue
1541,1638,693,1016,900,xl,royalblue
1542,1754,849,1033,955,xl,royalblue
1543,1623,607,895,753,large,cornflowerblue
1544,1614,623,919,825,large,cornflowerblue
1545,1676,601,870,774,large,cornflowerblue
1546,1560,516,825,679,medium,lightsteelblue
1547,1637,505,792,716,medium,lightsteelblue
1548,1542,532,892,699,medium,lightsteelblue
1549,1536,566,904,814,large,cornflowerblue
1550,1613,732,945,853,large,cornflowerblue
1551,1595,576,908,783,large,cornflowerblue
1552,1659,807,1005,860,xl,royalblue
1553,1564,622,895,750,large,cornflowerblue
1554,1686,726,1014,960,xl,royalblue
1555,1678,711,978,873,xl,royalblue
1556,1573,572,975,923,xl,royalblue
1557,1589,623,889,791,large,cornflowerblue
1558,1621,602,884,771,large,cornflowerblue
1559,1679,805,1135,983,xxl,blue
1560,1598,561,914,787,large,cornflowerblue
1561,1713,520,766,657,small,slategrey
1562,1550,578,880,781,large,cornflowerblue
1563,1583,580,834,740,medium,lightsteelblue
1564,1540,612,834,819,medium,lightsteelblue
1565,1541,585,936,805,large,cornflowerblue
1566,1622,875,1052,1010,xl,royalblue
1567,1793,773,1015,905,xl,royalblue
1568,1713,755,1026,920,xl,royalblue
1569,1603,678,1043,924,xl,royalblue
1570,1711,888,1062,1003,xl,royalblue
1571,1641,665,921,780,large,cornflowerblue
1572,1494,580,963,1003,large,cornflowerblue
1573,1672,665,1029,863,xl,royalblue
1574,1616,649,884,856,large,cornflowerblue
1575,1585,673,983,902,xl,royalblue
1576,1612,744,1065,1010,xl,royalblue
1577,1663,576,869,759,large,cornflowerblue
1578,1656,735,1004,893,xl,royalblue
1579,1598,636,940,844,large,cornflowerblue
1580,1545,432,770,665,medium,lightsteelblue
1581,1634,747,1072,930,xxl,blue
1582,1704,669,971,807,large,cornflowerblue
1583,1664,826,1100,957,xxl,blue
1584,1522,578,873,868,large,cornflowerblue
1585,1646,637,907,782,large,cornflowerblue
1586,1557,758,1019,966,xl,royalblue
1587,1625,594,950,778,large,cornflowerblue
1588,1671,872,1143,980,xxl,blue
1589,1535,693,970,850,large,cornflowerblue
1590,1591,500,903,670,medium,lightsteelblue
1591,1567,567,916,745,large,cornflowerblue
1592,1540,589,868,826,large,cornflowerblue
1593,1573,640,987,860,xl,royalblue
1594,1637,683,942,797,large,cornflowerblue
1595,1604,566,908,706,medium,lightsteelblue
1596,1740,632,881,730,large,cornflowerblue
1597,1563,591,882,743,large,cornflowerblue
1598,1773,760,907,805,large,cornflowerblue
1599,1672,664,966,912,large,cornflowerblue
1600,1564,658,931,853,large,cornflowerblue
1601,1600,710,968,847,large,cornflowerblue
1602,1586,551,830,726,medium,lightsteelblue
1603,1566,593,883,795,large,cornflowerblue
1604,1683,661,959,837,large,cornflowerblue
1605,1613,658,910,816,large,cornflowerblue
1606,1572,634,940,814,large,cornflowerblue
1607,1584,480,869,693,medium,lightsteelblue
1608,1706,660,900,798,large,cornflowerblue
1609,1620,601,887,807,large,cornflowerblue
1610,1640,546,807,778,medium,lightsteelblue
1611,1711,1166,1266,1305,xxxl,midnightblue
1612,1641,793,1042,919,xl,royalblue
1613,1567,454,791,611,small,slategrey
1614,1629,499,814,698,medium,lightsteelblue
1615,1479,358,695,615,small,slategrey
1616,1663,700,912,859,large,cornflowerblue
1617,1749,770,934,887,large,cornflowerblue
1618,1592,649,984,911,xl,royalblue
1619,1591,550,887,733,large,cornflowerblue
1620,1710,875,1081,979,xxl,blue
1621,1684,768,1012,968,xl,royalblue
1622,1625,763,1018,941,xl,royalblue
1623,1666,650,935,732,large,cornflowerblue
1624,1576,555,896,760,large,cornflowerblue
1625,1685,755,1036,905,xl,royalblue
1626,1629,548,850,715,medium,lightsteelblue
1627,1637,705,926,878,large,cornflowerblue
1628,1597,548,888,788,large,cornflowerblue
1629,1676,763,967,903,large,cornflowerblue
1630,1672,784,1026,870,xl,royalblue
1631,1707,698,920,848,large,cornflowerblue
1632,1649,650,879,825,large,cornflowerblue
1633,1615,794,972,955,xl,royalblue
1634,1629,897,1157,1105,xxl,blue
1635,1615,525,850,785,medium,lightsteelblue
1636,1537,772,976,972,xl,royalblue
1637,1663,657,899,793,large,cornflowerblue
1638,1582,537,888,798,large,cornflowerblue
1639,1499,667,1010,955,xl,royalblue
1640,1771,833,1010,920,xl,royalblue
1641,1545,599,967,855,large,cornflowerblue
1642,1603,649,975,914,xl,royalblue
1643,1580,788,1066,938,xl,royalblue
1644,1608,752,1062,960,xl,royalblue
1645,1561,643,941,900,large,cornflowerblue
1646,1642,613,880,780,large,cornflowerblue
1647,1600,847,1027,935,xl,royalblue
1648,1591,687,953,890,large,cornflowerblue
1649,1697,697,997,821,xl,royalblue
1650,1691,602,870,793,large,cornflowerblue
1651,1563,631,956,775,large,cornflowerblue
1652,1598,952,1152,1034,xxl,blue
1653,1631,513,795,664,medium,lightsteelblue
1654,1648,694,937,907,large,cornflowerblue
1655,1496,509,826,768,medium,lightsteelblue
1656,1522,520,878,672,medium,lightsteelblue
1657,1769,889,1047,965,xl,royalblue
1658,1761,785,900,784,large,cornflowerblue
1659,1618,678,976,903,xl,royalblue
1660,1612,644,912,841,large,cornflowerblue
1661,1653,657,940,870,large,cornflowerblue
1662,1598,661,955,852,large,cornflowerblue
1663,1770,925,1130,993,xxl,blue
1664,1566,611,1001,866,xl,royalblue
1665,1668,611,961,757,large,cornflowerblue
1666,1614,797,973,907,xl,royalblue
1667,1673,682,1021,853,xl,royalblue
1668,1588,489,840,779,medium,lightsteelblue
1669,1534,669,1053,926,xl,royalblue
1670,1490,617,888,825,large,cornflowerblue
1671,1611,706,955,938,large,cornflowerblue
1672,1599,611,909,755,large,cornflowerblue
1673,1645,662,1001,867,xl,royalblue
1674,1571,532,910,784,large,cornflowerblue
1675,1657,616,933,753,large,cornflowerblue
1676,1641,737,974,914,xl,royalblue
1677,1710,657,947,826,large,cornflowerblue
1678,1674,671,986,875,xl,royalblue
1679,1561,831,1180,1095,xxl,blue
1680,1664,866,1100,1076,xxl,blue
1681,1743,1054,1101,1087,xxl,blue
1682,1681,920,1080,1011,xxl,blue
1683,1498,617,913,931,large,cornflowerblue
1684,1595,772,1026,888,xl,royalblue
1685,1771,777,1047,971,xl,royalblue
1686,1585,802,1113,1015,xxl,blue
1687,1819,953,1080,995,xxl,blue
1688,1683,870,1094,1067,xxl,blue
1689,1686,730,974,853,xl,royalblue
1690,1703,877,1096,937,xxl,blue
1691,1707,823,976,967,xl,royalblue
1692,1678,831,1078,1112,xxl,blue
1693,1646,599,886,700,medium,lightsteelblue
1694,1676,725,962,907,large,cornflowerblue
1695,1703,630,872,810,large,cornflowerblue
1696,1609,623,901,900,large,cornflowerblue
1697,1636,821,1100,935,xxl,blue
1698,1625,624,910,858,large,cornflowerblue
1699,1615,567,883,790,large,cornflowerblue
1700,1603,675,1060,960,xl,royalblue
1701,1641,623,846,778,medium,lightsteelblue
1702,1697,644,920,791,large,cornflowerblue
1703,1571,626,926,838,large,cornflowerblue
1704,1548,713,946,845,large,cornflowerblue
1705,1633,630,899,799,large,cornflowerblue
1706,1667,820,1032,922,xl,royalblue
1707,1584,762,1043,956,xl,royalblue
1708,1642,697,929,843,large,cornflowerblue
1709,1736,910,1098,1064,xxl,blue
1710,1671,801,965,957,large,cornflowerblue
1711,1595,683,912,820,large,cornflowerblue
1712,1716,769,964,875,large,cornflowerblue
1713,1574,601,879,768,large,cornflowerblue
1714,1610,821,1054,1073,xl,royalblue
1715,1643,842,947,913,large,cornflowerblue
1716,1697,791,992,959,xl,royalblue
1717,1501,575,941,840,large,cornflowerblue
1718,1632,568,884,787,large,cornflowerblue
1719,1654,720,1015,893,xl,royalblue
1720,1571,521,787,706,medium,lightsteelblue
1721,1596,689,1031,850,xl,royalblue
1722,1589,652,881,796,large,cornflowerblue
1723,1650,827,1131,1010,xxl,blue
1724,1611,662,927,910,large,cornflowerblue
1725,1632,715,971,1013,xl,royalblue
1726,1729,973,1220,1046,xxxl,midnightblue
1727,1533,450,800,650,small,slategrey
1728,1611,504,793,720,medium,lightsteelblue
1729,1650,577,848,747,medium,lightsteelblue
1730,1473,562,932,867,large,cornflowerblue
1731,1700,728,941,810,large,cornflowerblue
1732,1692,722,940,807,large,cornflowerblue
1733,1611,560,826,738,medium,lightsteelblue
1734,1734,824,990,920,xl,royalblue
1735,1692,825,1047,918,xl,royalblue
1736,1647,995,1071,1093,xxl,blue
1737,1599,988,1222,1140,xxxl,midnightblue
1738,1614,815,1102,1017,xxl,blue
1739,1549,723,950,945,large,cornflowerblue
1740,1634,736,957,868,large,cornflowerblue
1741,1760,698,951,805,large,cornflowerblue
1742,1683,766,1026,944,xl,royalblue
1743,1618,651,900,814,large,cornflowerblue
1744,1565,518,800,735,medium,lightsteelblue
1745,1592,549,868,814,large,cornflowerblue
1746,1636,576,862,787,large,cornflowerblue
1747,1538,583,914,808,large,cornflowerblue
1748,1648,670,883,822,large,cornflowerblue
1749,1645,631,936,801,large,cornflowerblue
1750,1623,627,880,842,large,cornflowerblue
1751,1611,676,941,844,large,cornflowerblue
1752,1602,534,872,747,large,cornflowerblue
1753,1670,748,1008,873,xl,royalblue
1754,1643,644,915,757,large,cornflowerblue
1755,1628,677,979,854,xl,royalblue
1756,1575,620,904,778,large,cornflowerblue
1757,1613,536,834,713,medium,lightsteelblue
1758,1598,599,868,771,large,cornflowerblue
1759,1610,644,898,857,large,cornflowerblue
1760,1597,536,822,739,medium,lightsteelblue
1761,1590,882,1086,972,xxl,blue
1762,1688,646,930,840,large,cornflowerblue
1763,1502,662,936,878,large,cornflowerblue
1764,1593,698,915,788,large,cornflowerblue
1765,1607,677,1036,895,xl,royalblue
1766,1625,586,881,740,large,cornflowerblue
1767,1525,526,886,767,large,cornflowerblue
1768,1563,564,894,797,large,cornflowerblue
1769,1734,765,923,840,large,cornflowerblue
1770,1734,871,996,947,xl,royalblue
1771,1728,682,920,812,large,cornflowerblue
1772,1661,629,893,856,large,cornflowerblue
1773,1703,568,872,733,large,cornflowerblue
1774,1702,680,971,857,xl,royalblue
1775,1772,669,911,782,large,cornflowerblue
1776,1626,712,928,918,large,cornflowerblue
1777,1661,781,999,875,xl,royalblue
1778,1549,675,966,835,large,cornflowerblue
1779,1634,663,938,795,large,cornflowerblue
1780,1661,793,1016,967,xl,royalblue
1781,1564,604,946,902,large,cornflowerblue
1782,1664,732,1075,902,xxl,blue
1783,1553,712,1044,986,xl,royalblue
1784,1700,722,909,840,large,cornflowerblue
1785,1542,610,926,827,large,cornflowerblue
1786,1743,817,987,975,xl,royalblue
1787,1623,799,980,905,xl,royalblue
1788,1590,602,845,770,medium,lightsteelblue
1789,1604,584,882,737,large,cornflowerblue
1790,1627,601,872,752,large,cornflowerblue
1791,1718,834,1014,918,xl,royalblue
1792,1705,973,1173,957,xxl,blue
1793,1561,557,857,686,medium,lightsteelblue
1794,1661,553,803,782,medium,lightsteelblue
1795,1620,526,841,700,medium,lightsteelblue
1796,1660,614,857,690,medium,lightsteelblue
1797,1697,894,1083,1034,xxl,blue
1798,1699,893,1066,990,xl,royalblue
1799,1740,702,901,800,large,cornflowerblue
1800,1701,738,1030,879,xl,royalblue
1801,1707,601,900,727,large,cornflowerblue
1802,1560,782,998,991,xl,royalblue
1803,1483,442,780,647,small,slategrey
1804,1587,476,802,678,medium,lightsteelblue
1805,1579,642,907,846,large,cornflowerblue
1806,1659,737,940,850,large,cornflowerblue
1807,1684,776,972,851,xl,royalblue
1808,1593,620,900,770,large,cornflowerblue
1809,1589,646,953,843,large,cornflowerblue
1810,1683,697,945,856,large,cornflowerblue
1811,1704,724,953,795,large,cornflowerblue
1812,1736,697,1022,883,xl,royalblue
1813,1633,620,927,768,large,cornflowerblue
1814,1724,884,1013,857,xl,royalblue
1815,1487,712,1001,982,xl,royalblue
1816,1560,684,1018,915,xl,royalblue
1817,1561,623,978,920,xl,royalblue
1818,1618,614,930,816,large,cornflowerblue
1819,1604,551,930,667,medium,lightsteelblue
1820,1658,1121,1141,1198,xxl,blue
1821,1658,749,970,882,large,cornflowerblue
1822,1591,709,956,870,large,cornflowerblue
1823,1638,588,872,780,large,cornflowerblue
1824,1751,876,1003,1016,xl,royalblue
1825,1587,597,857,753,medium,lightsteelblue
1826,1540,680,1044,937,xl,royalblue
1827,1576,707,1009,946,xl,royalblue
1828,1737,686,920,745,large,cornflowerblue
1829,1573,624,901,826,large,cornflowerblue
1830,1622,610,903,805,large,cornflowerblue
1831,1588,582,891,773,large,cornflowerblue
1832,1548,489,843,624,small,slategrey
1833,1662,696,938,865,large,cornflowerblue
1834,1718,795,976,895,xl,royalblue
1835,1519,600,885,805,large,cornflowerblue
1836,1573,640,950,826,large,cornflowerblue
1837,1566,712,932,883,large,cornflowerblue
1838,1529,475,820,696,medium,lightsteelblue
1839,1585,735,909,820,large,cornflowerblue
1840,1611,546,893,730,large,cornflowerblue
1841,1610,562,925,770,large,cornflowerblue
1842,1541,582,947,830,large,cornflowerblue
1843,1766,812,999,870,xl,royalblue
1844,1626,518,838,738,medium,lightsteelblue
1845,1644,523,852,706,medium,lightsteelblue
1846,1679,756,1023,865,xl,royalblue
1847,1743,674,912,812,large,cornflowerblue
1848,1658,552,825,670,medium,lightsteelblue
1849,1610,690,1031,900,xl,royalblue
1850,1675,636,893,840,large,cornflowerblue
1851,1637,641,951,784,large,cornflowerblue
1852,1628,701,934,933,large,cornflowerblue
1853,1645,793,1004,978,xl,royalblue
1854,1595,660,957,883,large,cornflowerblue
1855,1731,931,1117,1032,xxl,blue
1856,1567,661,960,912,large,cornflowerblue
1857,1628,510,780,672,medium,lightsteelblue
1858,1688,686,916,877,large,cornflowerblue
1859,1706,839,1063,932,xl,royalblue
1860,1543,652,893,840,large,cornflowerblue
1861,1665,920,1102,1032,xxl,blue
1862,1690,667,900,783,large,cornflowerblue
1863,1471,464,823,668,medium,lightsteelblue
1864,1616,627,943,882,large,cornflowerblue
1865,1753,593,901,727,large,cornflowerblue
1866,1626,508,795,698,medium,lightsteelblue
1867,1698,727,944,866,large,cornflowerblue
1868,1545,583,970,777,large,cornflowerblue
1869,1759,669,942,785,large,cornflowerblue
1870,1732,842,1041,1055,xl,royalblue
1871,1587,601,884,830,large,cornflowerblue
1872,1605,609,920,773,large,cornflowerblue
1873,1530,687,943,872,large,cornflowerblue
1874,1598,549,887,715,medium,lightsteelblue
1875,1524,452,826,674,medium,lightsteelblue
1876,1683,835,1055,1066,xl,royalblue
1877,1577,641,901,822,large,cornflowerblue
1878,1583,588,906,749,large,cornflowerblue
1879,1582,563,878,750,large,cornflowerblue
1880,1569,702,1016,895,xl,royalblue
1881,1651,779,1015,876,xl,royalblue
1882,1463,626,998,902,xl,royalblue
1883,1659,992,1198,1113,xxxl,midnightblue
1884,1596,626,883,784,large,cornflowerblue
1885,1600,713,1050,903,xl,royalblue
1886,1557,528,872,715,medium,lightsteelblue
1887,1565,552,896,783,large,cornflowerblue
1888,1525,622,962,827,large,cornflowerblue
1889,1613,612,863,860,large,cornflowerblue
1890,1674,529,814,727,medium,lightsteelblue
1891,1614,748,996,923,xl,royalblue
1892,1558,582,898,815,large,cornflowerblue
1893,1774,790,942,907,large,cornflowerblue
1894,1633,618,922,785,large,cornflowerblue
1895,1611,716,992,1004,xl,royalblue
1896,1768,692,958,858,large,cornflowerblue
1897,1578,635,973,850,xl,royalblue
1898,1619,704,917,901,large,cornflowerblue
1899,1681,668,946,890,large,cornflowerblue
1900,1613,535,841,728,medium,lightsteelblue
1901,1575,615,967,808,large,cornflowerblue
1902,1648,751,1018,918,xl,royalblue
1903,1590,546,867,690,medium,lightsteelblue
1904,1609,695,973,905,xl,royalblue
1905,1625,773,990,919,xl,royalblue
1906,1676,751,1012,960,xl,royalblue
1907,1623,700,1040,945,xl,royalblue
1908,1612,502,829,735,medium,lightsteelblue
1909,1720,717,984,866,xl,royalblue
1910,1567,644,910,935,large,cornflowerblue
1911,1770,1072,1203,1076,xxxl,midnightblue
1912,1668,940,1196,1176,xxxl,midnightblue
1913,1588,764,968,886,large,cornflowerblue
1914,1616,897,1140,1135,xxl,blue
1915,1593,777,1091,974,xxl,blue
1916,1572,497,870,721,large,cornflowerblue
1917,1674,662,913,837,large,cornflowerblue
1918,1652,696,1049,851,xl,royalblue
1919,1664,844,1071,996,xxl,blue
1920,1691,647,910,852,large,cornflowerblue
1921,1657,780,1019,935,xl,royalblue
1922,1704,773,965,927,large,cornflowerblue
1923,1654,734,952,921,large,cornflowerblue
1924,1578,695,982,937,xl,royalblue
1925,1645,707,1035,872,xl,royalblue
1926,1631,936,1142,1025,xxl,blue
1927,1561,857,1055,1106,xl,royalblue
1928,1516,573,914,767,large,cornflowerblue
1929,1749,676,930,823,large,cornflowerblue
1930,1715,855,1006,933,xl,royalblue
1931,1600,549,929,735,large,cornflowerblue
1932,1683,588,872,772,large,cornflowerblue
1933,1557,715,983,987,xl,royalblue
1934,1548,580,873,837,large,cornflowerblue
1935,1714,697,934,873,large,cornflowerblue
1936,1649,685,1006,803,large,cornflowerblue
1937,1528,586,907,804,large,cornflowerblue
1938,1596,842,1101,1055,xxl,blue
1939,1658,909,1068,901,xl,royalblue
1940,1701,1047,1168,1172,xxl,blue
1941,1683,663,896,791,large,cornflowerblue
1942,1634,766,1154,962,xxl,blue
1943,1695,715,941,745,large,cornflowerblue
1944,1548,591,898,801,large,cornflowerblue
1945,1587,665,952,955,large,cornflowerblue
1946,1549,676,991,1032,xl,royalblue
1947,1606,792,1091,1042,xxl,blue
1948,1508,652,1005,966,xl,royalblue
1949,1733,753,931,844,large,cornflowerblue
1950,1560,517,886,752,large,cornflowerblue
1951,1739,865,1060,954,xl,royalblue
1952,1629,732,952,857,large,cornflowerblue
1953,1609,741,923,840,large,cornflowerblue
1954,1740,906,1093,1090,xxl,blue
1955,1678,845,943,960,large,cornflowerblue
1956,1545,631,974,830,xl,royalblue
1957,1809,898,1113,1003,xxl,blue
1958,1764,970,1090,977,xxl,blue
1959,1606,663,940,855,large,cornflowerblue
1960,1567,594,952,863,large,cornflowerblue
1961,1594,657,1059,917,xl,royalblue
1962,1587,786,1125,919,xxl,blue
1963,1573,520,837,695,medium,lightsteelblue
1964,1624,641,920,792,large,cornflowerblue
1965,1635,798,1037,1014,xl,royalblue
1966,1580,740,1021,906,xl,royalblue
1967,1691,641,935,795,large,cornflowerblue
1968,1656,803,1072,1012,xxl,blue
